text,author,reply,retweet,like,date,cleaned_text,label,non_baku
"Suasana ceria dan penuh semangat bersama Ganjar Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Irfan Malik,0,0,0,2024-02-15T20:27:57.000Z,Suasana ceria dan penuh semangat bersama Ganjar Mahfud  ,neutral,
"Diawasi Ketat, 154 Tahanan Polres Metro Tangerang Kota, Gunakan Hak Pilih Pada Pemilu 2024 hTetaps://e-satu.com/2024/02/diawasi-ketat-154-tahanan-polres-metro.html",jovi vantesto,0,0,0,2024-02-16T00:44:03.000Z,"Diawasi Ketat, 154 Tahanan Polres Metro Tangerang Kota, Gunakan Hak Pilih Pada Pemilu 2024",neutral,
Dandim Klungkung Kerahkan Personel Kawal Logistik Pemilu 2024 Ke Gudang PPK Di Kecamatan Klungkung Daratan,Kodim 1610/Klungkung,0,0,0,2024-02-15T22:15:48.000Z,Dandim Klungkung Kerahkan Personel Kawal Logistik Pemilu 2024 Ke Gudang PPK Di Kecamatan Klungkung Daratan,neutral,
"polisi keren, semangat terus buat polri demi mengamankan pemilu 2024",ihza mahendra,0,0,0,2024-02-16T00:59:36.000Z,"polisi keren, semangat terus buat polri demi mengamankan pemilu 2024",positive,
"Dalam barisan Ganjar Mahfud kebersamaan terasa kuat dan menyenangkan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Galih Arya,0,0,0,2024-02-15T20:27:15.000Z,Dalam barisan Ganjar Mahfud kebersamaan terasa kuat dan menyenangkan  ,neutral,
"tapi sejam kemudian, surat suara nya berkurang 3jt(?), sedangkan yang lain terus bertambah. TOLONG INI KENAPA YA 
@KPU_ID
 
@bawaslu_RI
 
@aniesbaswedan
 
@cakimiNOW
 #Pemilu2024",Sky addict,0,0,1,2024-02-15T23:28:44.000Z,"tapi sejam kemudian, surat suara nya berkurang 3 juta, sedangkan yang lain terus bertambah. TOLONG INI KENAPA YA",negative,
"Ganjar Mahfud membawa semangat juang yang membara di hati kita 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Isyana Putri,0,0,0,2024-02-15T20:31:11.000Z,Ganjar Mahfud membawa semangat juang yang membara di hati kita  ,neutral,
"pengalamanku menjadi: PENGAWAS TPS (PTPS) PEMILU 2024

-a thread-",Asrof Firullah,1,0,0,2024-02-15T20:35:15.000Z,pengalamanku menjadi: PENGAWAS TPS (PTPS) PEMILU 2024,neutral,
Ngitungnya bisa 3 hari 3 malam itu.#Pemilu2024 #PemiluCurang,Bung Bill,0,0,0,2024-02-15T21:47:10.000Z,Ngitungnya bisa 3 hari 3 malam itu,negative,
"Kita bersyukur bisa mengikuti jejak Ganjar Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Sadam Sutno,0,0,0,2024-02-15T21:00:40.000Z,Kita bersyukur bisa mengikuti jejak Ganjar Mahfud  ,positive,
"Salip Gerindra, Partai Golkar Tempel Ketat PDIP di Quick Count Pemilu 2024",radaraktualdotcom,1,1,2,2024-02-15T23:00:01.000Z,"Salip Gerindra, Partai Golkar Tempel Ketat PDIP di Quick Count Pemilu 2024",neutral,
"Biasanya sering sedih liat tweet beberapa bulan ini, kok sekarang senang banget ya

#PrabowoGibran #Pemilu2024 #prabowo #PrabowoGibran2024",Pendosa,0,0,0,2024-02-15T23:24:24.000Z,"Biasanya sering sedih liat tweet beberapa bulan ini, kok sekarang senang banget ya",positive,
"Buntut Kecurangan Pemilu 2024, OSO Ancam Perang Habis-habisan
",Arчα Duta Boekan™,0,1,0,2024-02-16T00:44:20.000Z,"Buntut Kecurangan Pemilu 2024, OSO Ancam Perang Habis-habisan",neutral,
"#Pemilu2024 akankan menjadi RIP DEMOKRASI ?

Berharap Real Count Mas Anies Mas Anies yang menang ",lupa pass,0,0,1,2024-02-15T20:59:35.000Z,akankan menjadi RIP DEMOKRASI ?  Berharap Real Count Mas Anies Mas Anies yang menang,neutral,
"respect

tetap #KawalPemilu2024 #Pemilu2024",iNumaki,0,0,23,2024-02-15T23:51:30.000Z,respect  tetap,positive,
Pemilu 2024 pemilu paling pemilih yang bodoh terjebak kata makan geratis wkwkwk,Dul Goni,0,0,1,2024-02-15T23:16:31.000Z,Pemilu 2024 pemilu paling pemilih yang bodoh terjebak kata makan geratis wkwkwk,negative,
" hTetaps://shope.ee/6AMnDEs1wd
  
Nasdem Bawaslu Prabowo Oposisi RIP Demokrasi Ganjar Soeharto Tidur Subuh #Pemilu2024 Paman Silent DP 0% Pagii",THS Project ©,0,0,0,2024-02-16T00:10:59.000Z,Nasdem Bawaslu Prabowo Oposisi RIP Demokrasi Ganjar Soeharto Tidur Subuh   Paman Silent DP 0% Pagii,neutral,
"Patroli Gabungan TNI POLRI


@DivHumas_Polri


@Spripim_Polri


@MPoldasultra


@Hms_Poldasultra


#kapolrestakendari
#sinergitastnipolri 
#PemiluDamai 
#Pemilu2024",Polrestakendari,0,0,0,2024-02-15T23:28:43.000Z,Patroli Gabungan TNI POLRI,neutral,
"Setiap langkah bersama Ganjar Mahfud penuh keceriaan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Rafi Fahrezi,0,0,1,2024-02-15T21:07:02.000Z,Setiap langkah bersama Ganjar Mahfud penuh keceriaan  ,neutral,
"Asal politisi-politisi ini tidak masuk angin.

OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!",Datuk Panglima Seri Handalan,0,0,0,2024-02-16T01:03:32.000Z,Asal politisi-politisi ini tidak masuk angin.  OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!,negative,
Kapolres Bireuen Pimpin Patroli Cipta kondisi Jelang Pemilu 2024,Berita Viral,0,0,0,2024-02-15T21:21:58.000Z,Kapolres Bireuen Pimpin Patroli Cipta kondisi Jelang Pemilu 2024,neutral,
Coba dengerin ini biar ademan .#9~Sebel Gak Sih Lo sama demokrasi Indonesia?. #Pemilu2024 #caleg #demokrasi,me,0,0,0,2024-02-15T23:45:45.000Z,Coba dengerin ini biar ademan . ~Sebel Gak Sih Lo sama demokrasi Indonesia?.,negative,
Protes Masyarakat di Sumut Pelaksanaan Pemilu 2024,PRESIDEN LSM LIRA,0,13,17,2024-02-15T21:47:35.000Z,Protes Masyarakat di Sumut Pelaksanaan Pemilu 2024,neutral,
"Kalah di pilpres, menang di hati rakyat 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Tania Putri,0,0,0,2024-02-15T20:33:26.000Z,"Kalah di pilpres, menang di hati rakyat ",negative,
"Wah Menurut hasil total perolehan suara pemilu 2024, penduduk Indonesia akan meningkat tajam. Mengalahkan Cina, India dan Amerika ",Ibu_Neneng,4,3,10,2024-02-15T23:21:10.000Z,"Wah Menurut hasil total perolehan suara pemilu 2024, penduduk Indonesia akan meningkat tajam. Mengalahkan Cina, India dan Amerika",neutral,
"Kepada Yth:
Ketua KPU
Ketua BAWASLU

Jika jujurmu adalah rahmat,
Maka khinatmu adalah laknat.

#realcount #bawaslu #KPU #Pemilu2024",Reinaldi Anggasss,0,0,1,2024-02-15T23:58:57.000Z,"Kepada Yth: Ketua KPU Ketua BAWASLU  Jika jujurmu adalah rahmat, Maka khinatmu adalah laknat.",negative,
"Bersama Ganjar Mahfud kita tidak pernah merasa sendiri 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",sulis irawati,0,0,0,2024-02-15T20:38:28.000Z,Bersama Ganjar Mahfud kita tidak pernah merasa sendiri  ,negative,
Masinton: Pemilu 2024 lebih brutal daru Pemilu 2019,Baba Oman,0,0,0,2024-02-15T22:14:42.000Z,Masinton: Pemilu 2024 lebih brutal daru Pemilu 2019,negative,
"OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!
 hTetap://kontenislam.com/2024/02/oso-ancam-perang-habis-habisan-buntut.html",kontenislamcom,0,0,0,2024-02-15T23:50:33.000Z,OSO Ancam Perang Habis-habisan Buntut Kecurangan Pemilu 2024: Ada Banyak UU Dilanggar!,negative,
BRI Finance Bakal Lakukan Sejumlah Langkah Mengantisipasi Dampak Hasil Pemilu 2024 hTetap://keuangan.kontan.co.id/news/bri-finance-bakal-lakukan-sejumlah-langkah-mengantisipasi-dampak-hasil-pemilu-2024 #Multifinance,KONTAN NEWS,0,0,0,2024-02-16T00:30:02.000Z,BRI Finance Bakal Lakukan Sejumlah Langkah Mengantisipasi Dampak Hasil Pemilu 2024,neutral,
"hTetaps://shope.ee/2q6LEuVyCe
  
Nasdem Bawaslu Prabowo Oposisi RIP Demokrasi Ganjar Soeharto Tidur Subuh #Pemilu2024 Paman Silent DP 0% Pagii",THS Project ©,0,0,0,2024-02-16T00:07:55.000Z,Nasdem Bawaslu Prabowo Oposisi RIP Demokrasi Ganjar Soeharto Tidur Subuh   Paman Silent DP 0% Pagii,neutral,
"Blitar Bergetar Diguncang Gempa M4,6 Sehari Setelah Pemenang Quick Count Pilpres Diumumkan - hTetaps://faktualid.com/nasional/nusantara/aagwaa/blitar-bergetar-diguncang-gempa-m46-sehari-setelah-pemenang-quick-count-pilpres-diumumkan/ 
#Nasdem #Bawaslu #Prabowo #RIP Demokrasi #Ganjar#Soeharto #Vina #Oposisi #Pemilu2024 #Aceh #Jabar #Uhuy #300 FK #Senayan #Saksi #Pendukung 01 #Paman",Faktor Utama,0,0,0,2024-02-15T22:45:29.000Z,"Blitar Bergetar Diguncang Gempa M4,6 Sehari Setelah Pemenang Quick Count Pilpres Diumumkan",neutral,
"Ganjar Mahfud semakin dekat dengan hati rakyat 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Meisya Fia,0,0,0,2024-02-15T20:33:09.000Z,Ganjar Mahfud semakin dekat dengan hati rakyat  ,neutral,
"Meski kalah, hati kita menang sama Ganjar Mahfud 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Dito Aldiansyah,0,0,1,2024-02-15T20:31:39.000Z,"Meski kalah, hati kita menang sama Ganjar Mahfud ",positive,
"Orang elit ngejer jabatan yang abis 5 tahun 
Sedangkan orang kecil ngejer amplop ygvabis 5 menit
#Pemilu2024 #PemiluCurang",Ahmad Haririe,0,0,0,2024-02-15T21:26:13.000Z,Orang elit ngejer jabatan yang abis 5 tahun  Sedangkan orang kecil ngejer amplop ygvabis 5 menit,negative,
"Bersama Ganjar Mahfud kita semua adalah satu keluarga besar 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Hadis ipanpermana,0,0,0,2024-02-15T21:09:33.000Z,Bersama Ganjar Mahfud kita semua adalah satu keluarga besar  ,neutral,
KPU mengakui telah menerima informasi mengenai meninggalnya beberapa petugas KPPS Pemilu 2024,iNews,0,0,0,2024-02-15T23:28:02.000Z,KPU mengakui telah menerima informasi mengenai meninggalnya beberapa petugas KPPS Pemilu 2024,neutral,
Timnas AMIN Siap Kolaborasi dengan TPN Ganjar Mahfud Ungkap Kecurangan Pemilu 2024 hTetap://dlvr.it/T2pTY0 #Pemilu,LIPUTAN6,0,6,22,2024-02-15T21:48:34.000Z,Timnas AMIN Siap Kolaborasi dengan TPN Ganjar Mahfud Ungkap Kecurangan Pemilu 2024,neutral,
"Ganjar Mahfud MD emg berjuang buat rakyat nih 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Ratu Merwati,0,0,0,2024-02-15T20:25:09.000Z,Ganjar Mahfud MD emg berjuang buat rakyat nih ,neutral,
"Bersama Ganjar Mahfud kita semua merasakan kebahagiaan yang sejati 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Emilia Saputri,0,0,0,2024-02-15T21:00:08.000Z,Bersama Ganjar Mahfud kita semua merasakan kebahagiaan yang sejati  ,positive,
Ormas-ormas Hindu Indonesia Imbau Masyarakat Hormati Proses Pemilu 2024,POLRES PASER,0,0,0,2024-02-16T00:41:34.000Z,Ormas-ormas Hindu Indonesia Imbau Masyarakat Hormati Proses Pemilu 2024,neutral,
Hasil Tukin kata Bawaslu RI pemilu 2024 berhasil.,Moza,0,0,0,2024-02-15T21:30:30.000Z,Hasil Tukin kata Bawaslu RI pemilu 2024 berhasil.,neutral,
"Giat Pengamanan penyerahan koTidak suara Pemilu 2024  dari KPPS Pancamakmur kepada PPK kecamatan Soyo jaya   di kantor PPS Pancamakmur,",Polsubsektor Malino,0,0,0,2024-02-16T01:02:58.000Z,"Giat Pengamanan penyerahan koTidak suara Pemilu 2024  dari KPPS Pancamakmur kepada PPK kecamatan Soyo jaya   di kantor PPS Pancamakmur,",neutral,
seru jg jd bagian dari pemilu 2024 yang sangat amat waw ini,pikaa,0,0,0,2024-02-16T00:02:57.000Z,seru juga jadi bagian dari pemilu 2024 yang sangat amat wao ini,positive,
"2 putaran kah?
#curangpemilu #Pemilu2024",Y A T A,0,0,1,2024-02-16T00:14:38.000Z,2 putaran kah?,negative,
Pemilu 2024 rasa Pemilu 1992,YohanesJoko Purwanto,0,0,0,2024-02-16T00:49:33.000Z,Pemilu 2024 rasa Pemilu 1992,neutral,
"Diduga Terjadi Tindak Pidana Pemilu 2024, Kajati Bali Sidak Kejari Gianyar",tvOnenews,0,2,3,2024-02-16T00:02:09.000Z,"Diduga Terjadi Tindak Pidana Pemilu 2024, Kajati Bali Sidak Kejari Gianyar",neutral,
"Mau pesan ""jangan nyontek"", nyatanya yang anak kita lihat adl pelanggaran aturan & hukum dibiarkan demi kemenangan. #pemilu2024 #RIPdemokrasi",Iswari,1,0,0,2024-02-16T00:52:27.000Z,"Mau pesan ""jangan nyontek"", nyatanya yang anak kita lihat adalah pelanggaran aturan & hukum dibiarkan demi kemenangan.",negative,
"KPU, Bawaslu, sama MK bisa dilaporin ke lembaga luar negri ga sih terkait kecurangannya?

#Pemilu2024",Abdurrahman Hanif,0,0,0,2024-02-15T23:25:42.000Z,"KPU, Bawaslu, sama MK bisa dilaporin ke lembaga luar negri ga sih terkait kecurangannya?",negative,
Begitulah mamang cukur dan kami-kami kaum semenjana ini melihat pemilu 2024.,Padang Galir,2,5,5,2024-02-15T23:39:07.000Z,Begitulah mamang cukur dan kami-kami kaum semenjana ini melihat pemilu 2024.,negative,
Pemilu 2024 : WBP Gunakan Hak Pilihnya di TPS Khusus Rutan Maumere.,Rutan Maumere,0,0,0,2024-02-16T00:56:03.000Z,Pemilu 2024 : WBP Gunakan Hak Pilihnya di TPS Khusus Rutan Maumere.,neutral,
"Where are you 
@bawaslu_RI
  ??? 
Apa tindak lanjut dari Bawaslu selanjutnya ??? 
No Viral No Justice
#malamjumat  #PemiluCurang #PemiluSerentak2024 #pemilu2024",Riki Lambesis,1,0,0,2024-02-16T00:51:55.000Z,Where are you      ???  Apa tindak lanjut dari Bawaslu selanjutnya ???  No Viral No Justice,negative,
"Rakyat berterima kasih atas kepemimpinan yang menginspirasi dari Ganjar Mahfud 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",mike ale,0,1,0,2024-02-15T20:40:03.000Z,Rakyat berterima kasih atas kepemimpinan yang menginspirasi dari Ganjar Mahfud  ,positive,
"Pemilu 2024 paling amburadul, brengsek, dikelola org2 yang tdk profesional. nir etika.",Abah,0,0,1,2024-02-15T23:26:35.000Z,"Pemilu 2024 paling amburadul, brengsek, dikelola orang-orang yang tdk profesional",negative,
Bisa bertempur habis-habisan di pemilu 2024,agusthabebek,0,0,0,2024-02-15T23:35:24.000Z,Bisa bertempur habis-habisan di pemilu 2024,negative,
"Ganjar Mahfud menyatukan kita dalam kebahagiaan bersama 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Deo Sebastian,0,0,0,2024-02-15T21:05:03.000Z,Ganjar Mahfud menyatukan kita dalam kebahagiaan bersama,neutral,
"Jangan pernah ragu dukung pasangan ini ya gaes! 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",Rudy Akbar,0,0,0,2024-02-15T20:28:30.000Z,Jangan pernah ragu dukung pasangan ini ya gaes! ,positive,
Oso menyebut bahwa Tim Pemenangan Nasional (TPN) Ganjar Mahfud banyak menemukan dugaan kecurangan Pemilu 2024.,Kompas.com,2,13,40,2024-02-15T22:50:06.000Z,Oso menyebut bahwa Tim Pemenangan Nasional (TPN) Ganjar Mahfud banyak menemukan dugaan kecurangan Pemilu 2024.,neutral,
"Penangan Prabowo dan 'Jokowi effect'

Pengundi melihat Prabowo seorang pemimpin kuat yang boleh menerajui Indonesia.
#sinarharian #Pemilu2024",SinarHarian,1,0,2,2024-02-16T00:03:50.000Z,Penangan Prabowo dan 'Jokowi effect'  Pengundi melihat Prabowo seorang pemimpin kuat yang boleh menerajui Indonesia.,positive,
MUI-FKUB Indramayu Kompak Ajak Masyarakat Terima Terima Hasil Pemilu 2024,tvOnenews,5,2,3,2024-02-15T23:04:16.000Z,MUI-FKUB Indramayu Kompak Ajak Masyarakat Terima Terima Hasil Pemilu 2024,neutral,
"Terima kasih Ganjar Mahfud kalian adalah teladan bagi kami semua 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Freya Angel,0,0,0,2024-02-15T20:29:25.000Z,Terima kasih Ganjar Mahfud kalian adalah teladan bagi kami semua  ,positive,
" hTetaps://shope.ee/10eh6qQoK2
  
Real Count Nasdem RIP Demokrasi Bawaslu Ganjar Tolol Soeharto Oposisi DP 0% Paman Subuh Morninggg Pagii #Pemilu2024",THS Project ©,0,0,0,2024-02-16T00:54:43.000Z,Real Count Nasdem RIP Demokrasi Bawaslu Ganjar Tolol Soeharto Oposisi DP 0% Paman Subuh Morninggg Pagii,negative,
"Sdr. ARTA WULANGGARA ENDRA BAYU
Ketua PPS TPS 19 Kel. Gayamsari, Kec. Gayamsari Kota Semarang 

#perkuatpersatuandankesatuan #ciptakanpemiluamandandamai
#polrestabessemarang
#polsekgayamsari
#PolriPresisi
#PemiluDamai
#Pemilu2024.

@spripim
.polri
@divisihumaspolri",polsek.gayamsari,0,0,0,2024-02-15T23:25:40.000Z,"Sdr. ARTA WULANGGARA ENDRA BAYU Ketua PPS TPS 19 Kel. Gayamsari, Kec. Gayamsari Kota Semarang                .    .polri",neutral,
"Sekarang pemilu 2024, Anda malah menikmati fasilitas walau tetap kalah",La Mujer,0,0,0,2024-02-15T23:51:39.000Z,"Sekarang pemilu 2024, Anda malah menikmati fasilitas walau tetap kalah",negative,
"Tinta Pemilu Reza Arap Versi 2024
#rezaarap #Pemilu2024",Gilang Azzurri,0,0,0,2024-02-15T23:57:26.000Z,Tinta Pemilu Reza Arap Versi 2024,neutral,
"Bersama Ganjar Mahfud petani dan nelayan pun tersenyum bahagia 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Siti Jubaedah,0,0,0,2024-02-15T21:07:33.000Z,Bersama Ganjar Mahfud petani dan nelayan pun tersenyum bahagia  ,neutral,
Bawaslu Gumas Belum Menerima Laporan Pelanggaran Pemilu 2024,BORNEONEWS,0,0,0,2024-02-15T23:32:31.000Z,Bawaslu Gumas Belum Menerima Laporan Pelanggaran Pemilu 2024,neutral,
"Sekedar mengingatkan, karna kebetulan waktu sedang berbicara #2024Election #pilpres #Pemilu2024 #viralindo #viralpost #2024",wynnspector,0,0,0,2024-02-16T00:43:29.000Z,"Sekedar mengingatkan, karna kebetulan waktu sedang berbicara",neutral,
"HIKMAH JUMAT : Ketetapan Allah yang Terbaik

hTetaps://serpong.inews.id/read/408311/hikmah-jumat-ketetapan-allah-yang-terbaik/all

Penulis : Dr. Abidin, S.T., hTetap://M.Si. -- Dosen Universitas Buddhi Dharma


@kpu_ri
 #kpu #pilpres2024 #pemilu2024 
@aniesbaswedan
 
@prabowo
 
@ganjar_pranowo
 
@jokowi",Official iNewsSerpong,0,0,0,2024-02-15T22:53:31.000Z,"HIKMAH JUMAT : Ketetapan Allah yang Terbaik    Penulis : Dr. Abidin, S.T., ",neutral,
Tasyakuran ini sebagai rasa syukur atas lancar dan suksesnya Pemilu 2024.,Republika.co.id,1,2,2,2024-02-15T23:31:19.000Z,Tasyakuran ini sebagai rasa syukur atas lancar dan suksesnya Pemilu 2024.,neutral,
"Mengejutkan! Ternyata Tinta Pemilu 2024 Dibuat dari Ekstrak Daun Gambir, Sulit Dihapus hingga Berhari-hari?",OposisiCerdas.com,18,5,3,2024-02-15T23:08:24.000Z,"Mengejutkan! Ternyata Tinta Pemilu 2024 Dibuat dari Ekstrak Daun Gambir, Sulit Dihapus hingga Berhari-hari?",negative,
serem juga data pemilu 2024 terkoneksi dengan cloud negara lain hTetaps://teknologi.bisnis.com/read/20240216/84/1741394/real-count-pilpres-2024-menilik-peran-alibaba-di-balik-sirekap-kpu/All,clara lila,0,0,2,2024-02-16T00:55:45.000Z,serem juga data pemilu 2024 terkoneksi dengan cloud negara lain,neutral,dengan
Suasana Pemungutan Suara Pemilu 2024 di Area Kerja PTFI dan Serba-serbi Persiapan dan Pelaksanaan Berjalan Lancar - #PapuaTengah,BeritaPapua.co,0,0,0,2024-02-15T23:40:33.000Z,Suasana Pemungutan Suara Pemilu 2024 di Area Kerja PTFI dan Serba-serbi Persiapan dan Pelaksanaan Berjalan Lancar -,neutral,
Pemilu 2024 PKS sama Nasdem berjaya suaranya banyak itu tanda pendukung Anies berbanding lurus dengan partai yang mendukungnya,boy Tan,0,0,0,2024-02-15T22:58:42.000Z,Pemilu 2024 PKS sama Nasdem berjaya suaranya banyak itu tanda pendukung Anies berbanding lurus dengan partai yang mendukungnya,positive,
"Ini namanya???

Jelas terbaca Pemilu 2024 ini desainnya adl Paslon yang dicawein itu yang hrs jd pemenangnya.",mindlipstick,0,0,3,2024-02-15T23:25:31.000Z,Ini namanya???  Jelas terbaca Pemilu 2024 ini desainnya adl Paslon yang dicawein itu yang hrs jd pemenangnya.,neutral,
"Biar kalah di pilpres, mereka tetap pahlawan 
RIP Demokrasi | Senayan | Jokowi | Sirekap | #Pemilu2024 | PDIP",YogavPurnama,0,0,0,2024-02-15T20:35:11.000Z,"Biar kalah di pilpres, mereka tetap pahlawan ",negative,
"Istilah ""silent majority"" muncul usai pemungutan suara untuk Pemilu 2024 di Indonesia. Lantas, apa itu ""silent majority""?",Kompas.com,3,2,3,2024-02-16T00:02:06.000Z,"Istilah ""silent majority"" muncul usai pemungutan suara untuk Pemilu 2024 di Indonesia. Lantas, apa itu ""silent majority""?",negative,
"Ganjar Mahfud inspirasi bagi para buruh 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Dimas Stefa,0,0,0,2024-02-15T21:00:10.000Z,Ganjar Mahfud inspirasi bagi para buruh  ,neutral,
"Bersama Ganjar Mahfud kita merasakan kehangatan keluarga besar 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Erlangga Syarif,0,0,0,2024-02-15T20:29:36.000Z,Bersama Ganjar Mahfud kita merasakan kehangatan keluarga besar  ,neutral,
"Harry L Marani Kunjungi Fakfak, Serap Aspirasi Dan Pantau Pelaksanaan Pemilu 2024 hTetap://dlvr.it/T2pjtZ",Infofakfak.Com,0,0,0,2024-02-16T00:39:34.000Z,"Harry L Marani Kunjungi Fakfak, Serap Aspirasi Dan Pantau Pelaksanaan Pemilu 2024",neutral,
"Ganjar Mahfud pancaran kebaikan dan keceriaan dalam kepemimpinan 
Real Count PDIP KPPS #Pemilu2024 Quick Count Kalah Sirekap RIP Demokrasi",Ihsan Fathan,0,1,0,2024-02-15T20:39:14.000Z,Ganjar Mahfud pancaran kebaikan dan keceriaan dalam kepemimpinan  ,neutral,
Reaksi Komeng saat tahu Raffi Ahmad mencoblos dirinya di Pemilu 2024 menjadi berita populer di hari Kamis (15/2). #kumparanHITS #newsupdate,kumparan,0,3,5,2024-02-15T23:57:35.000Z,Reaksi Komeng saat tahu Raffi Ahmad mencoblos dirinya di Pemilu 2024 menjadi berita populer di hari Kamis (15/2).,neutral,
"Siapa disini yang jadi saksi tapi kerja malah bantuin pantia kpps:v

#kpps #Pemilu2024 #saksi #hits #viral #fypage",𝕱𝖆𝖎𝖘𝖆𝖑𝖑,0,0,2,2024-02-15T20:42:42.000Z,Siapa disini yang jadi saksi tapi kerja malah bantuin panitia kpps,negative,pantia
"Cek HargahTetaps://shope.ee/3Aj96OfXww
Nasdem
Prabowo
Oposisi
Bawaslu
300 FK
#Pemilu2024 
#kaospolos",edward,0,2,0,2024-02-16T00:03:07.000Z,Cek Harga Nasdem Prabowo Oposisi Bawaslu 300 FK,neutral,
Pemilu 2024 adalah Pemilu paling CURANG sepanjang sejarah! #Pemilu2024 #JoinTheFlipSide RIP DEMOKRASI Real Count Indonesia PDIP JumatBerkah NA JAEMIN THANK YOU,aduuua22,1,0,1,2024-02-16T00:53:33.000Z,Pemilu 2024 adalah Pemilu paling CURANG sepanjang sejarah!,negative,
"Ini cuitan terSYEDIH selama pemilu 2024.
Kami terharu ",Abu Ubaidah,0,1,1,2024-02-15T22:18:16.000Z,Ini cuitan terusedih selama pemilu 2024. Kami terharu,positive,
